xopt_index,xopt_index.2,error,end_n_particle,end_norm_emit_x,end_norm_emit_y,end_higher_order_energy_spread,end_mean_x,end_sigma_x,end_min_x,end_max_x,end_mean_y,end_sigma_y,end_min_y,end_max_y,end_mean_z,end_sigma_z,end_min_z,end_max_z,end_mean_r,end_sigma_r,end_min_r,end_max_r,end_mean_theta,end_sigma_theta,end_min_theta,end_max_theta,end_mean_px,end_sigma_px,end_min_px,end_max_px,end_mean_py,end_sigma_py,end_min_py,end_max_py,end_mean_pz,end_sigma_pz,end_min_pz,end_max_pz,end_mean_pr,end_sigma_pr,end_min_pr,end_max_pr,end_mean_ptheta,end_sigma_ptheta,end_min_ptheta,end_max_ptheta,end_mean_beta_x,end_sigma_beta_x,end_min_beta_x,end_max_beta_x,end_mean_beta_y,end_sigma_beta_y,end_min_beta_y,end_max_beta_y,end_mean_beta_z,end_sigma_beta_z,end_min_beta_z,end_max_beta_z,end_mean_xp,end_sigma_xp,end_min_xp,end_max_xp,end_mean_yp,end_sigma_yp,end_min_yp,end_max_yp,end_mean_energy,end_sigma_energy,end_min_energy,end_max_energy,end_mean_kinetic_energy,end_sigma_kinetic_energy,end_min_kinetic_energy,end_max_kinetic_energy,end_mean_p,end_sigma_p,end_min_p,end_max_p,end_mean_gamma,end_sigma_gamma,end_min_gamma,end_max_gamma,end_mean_t,end_sigma_t,end_min_t,end_max_t,end_z_screen,end_n_particle_loss,end_total_charge,fingerprint,GUNSOLNEW,xopt_index.1,xopt_error,GUNSOLNEW2,PC0,gun_phi_relative,phiC0_relative,r_dist:n_sigma_cutoff:value,t_dist:n_sigma_cutoff:value,t_dist:sigma_t:value,transforms:t2:sigma_xy:value,transforms:t3:sigma_t:value,xopt_runtime,"end_max[sigma_x, sigma_y]",end_norm_emit_4d,end_sqrt_norm_emit_4d,"end_max[norm_emit_x, norm_emit_y]",transforms:t2:sigma_xy:units,transforms:t3:sigma_t:units,total_charge:value,total_charge:units,n_particle,start:MTE:value,start:MTE:units,dz_sol_buncher,dz_sol_linac,PC1,PC2,GBacc,xacc,phiC1_relative,phiC2_relative,n_screens,just_cathode,just_gun,space_charge,apertures_on
31,31,False,100000,6.346284136985286e-08,6.350494708988404e-08,27353.135961625147,-2.3804097180455406e-09,0.00018805441101372433,-0.0004762153616548129,0.0004798483816403681,1.2357868876316934e-08,0.00018804885704847831,-0.00047933019386241747,0.0004786130237951557,4.486422397058824,2.931527025541075e-16,4.486422397058823,4.486422397058825,0.00024442312157790927,0.00010480540031626077,1.194125828853362e-06,0.0005062124228789352,-0.0010527691991632333,1.8133499400826243,-3.1415126507245197,3.141591420485229,-0.008740877111095583,1906.9161898461791,-5114.814653466246,5110.548399787337,0.18649332349530987,1906.8496298387038,-5071.977897674466,5082.927055458821,154075311.09929517,227714.65077546958,153565595.93251246,154319777.9704045,2433.9306516615793,1159.8691668865185,-906.1852283793366,5485.665378011419,10.553741667967921,54.57671586540804,-956.3512263895682,811.7203337911972,-5.694629870315741e-11,1.238125214088019e-05,-3.3255176690790274e-05,3.322905292998226e-05,1.2112916537523894e-09,1.238082400289927e-05,-3.297951211428271e-05,3.304014440248084e-05,0.999994500093776,1.6321559125929947e-08,0.999994463689844,0.9999945176430755,-5.694661430576398e-11,1.2381320291267176e-05,-3.325536024959606e-05,3.322923636234382e-05,1.2112983263249087e-09,1.238089215097399e-05,-3.2979694183110785e-05,3.304032668904939e-05,154076158.50000167,227713.39098052986,153566446.12398776,154320624.04436934,153565159.55000165,227713.39098052983,153055447.17398778,153809625.09436935,154075311.12290445,227714.64459665894,153565595.9361495,154319778.01149365,301.5195207348307,0.44562398999162306,300.52203849731546,301.9979278712204,1.498924138355148e-08,9.408811032505512e-13,1.4987503431133184e-08,1.4991228016805555e-08,4.486422397058824,0,1.0000000000000382e-10,b83bb7b53859133f2a8a4ce4e680ef64,169.18665430964958,31,False,103.96819127992325,22.094209636651,2.0631401179201627,-87.33283193479886,0.762075747283543,0.4574338344328793,1.9441063554391864,0.1492784087920012,1.9441063554391864,7609.078447741456,0.00018805441101372433,4.0218291766183965e-15,6.34178931896858e-08,6.350494708988404e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
50,50,False,100000,6.522401906476192e-08,6.533124597694788e-08,21551.314247150418,4.858621692045773e-09,0.00019046845177128694,-0.0005586931764500407,0.0005486742127854095,9.18090836032472e-09,0.00019047510140756836,-0.0005524163414947834,0.0005621435006152737,4.486422397058824,2.933947886001331e-16,4.486422397058823,4.486422397058825,0.0002488021230974897,0.0001032303202864903,3.321860352164029e-07,0.0005694633431331821,-0.0006962598679799712,1.8132634193789003,-3.1415802976003127,3.1414458113672157,0.06022031873552339,1996.7521972379036,-6083.911609519044,5951.474612243062,0.13263604967044132,1996.9308611820572,-6081.676287868324,6231.103586913597,154113615.42276758,194089.52632373862,153640919.11560303,154313958.00040898,2565.6746684732907,1178.451130897291,-826.3137381588921,6244.303318184687,9.110916032576574,56.88270022538584,-769.228254370605,965.232429205884,3.9060559702351015e-10,1.2960552151049449e-05,-3.9480874242258435e-05,3.862214916075182e-05,8.618187502847177e-10,1.2961714247467118e-05,-3.946769692881863e-05,4.043844344675473e-05,0.999994502822474,1.3911437467701704e-08,0.9999944689334458,0.9999945172258273,3.906077428716026e-10,1.2960623446298633e-05,-3.9481091347194285e-05,3.8622361551499016e-05,8.618235016931745e-10,1.296178554913702e-05,-3.9467913975877566e-05,4.043866584517375e-05,154114462.61462793,194088.45158706728,153641768.90721083,154314804.11309293,153603463.66462797,194088.45158706725,153130769.95721084,153803805.16309294,154113615.44864902,194089.51958636093,153640919.13617894,154313958.04830924,301.5944800172837,0.37982162504848055,300.6694415070928,301.9865385498208,1.4989249827018663e-08,9.22300208916998e-13,1.4987496743841544e-08,1.4991213590904068e-08,4.486422397058824,0,1.0000000000000382e-10,9e74d1074124a4164d2275dfffa08cb4,169.0880438937761,50,False,105.93520937090356,18.95407701265201,1.065068204474669,-86.60303484220847,0.3490017695749834,0.8896324613850517,1.8060789613409625,0.1577520948709236,1.8060789613409625,7548.312244956382,0.00019047510140756836,4.25484812849042e-15,6.522919690208074e-08,6.533124597694788e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
27,27,False,100000,4.558551357871972e-08,4.563936467957275e-08,17044.41974971354,1.8986928282737053e-09,0.0001645329598324975,-0.0007408238033482457,0.000761460161835608,6.461409890813241e-09,0.0001645156673613262,-0.0007304624899417757,0.0007133917003522115,4.486422397058824,2.913847958094888e-16,4.486422397058823,4.486422397058825,0.00021045571636790796,9.922142496462294e-05,1.038341551912215e-06,0.0007622265952536701,-0.0003116874472275422,1.8134993285359224,-3.1415718226179252,3.141337940798016,0.03347342473218416,1795.7352738806826,-8042.516917135356,8190.970206821894,0.13095352005406988,1795.599095992889,-7807.8898265220805,7905.101869521288,154452657.31775612,333050.4464874185,153629448.42978564,154792098.9271838,2271.330469458975,1134.2782992804705,-506.18227058800846,8236.593900865058,6.241439584864001,57.210037403292496,-556.9977022808633,600.5194787645062,2.1690357803914498e-10,1.1635349748187593e-05,-5.2112986459612426e-05,5.307565544915943e-05,8.498163217640974e-10,1.1634472119806156e-05,-5.059466028596784e-05,5.122203688418231e-05,0.9999945269111249,2.3718765976160493e-08,0.9999944679422296,0.9999945510741536,2.1690476750837307e-10,1.1635413529922719e-05,-5.2113272205514714e-05,5.307594648115074e-05,8.498209954548127e-10,1.163453589678211e-05,-5.059493772280952e-05,5.1222317733330144e-05,154453502.64760372,333048.61283454025,153630298.30951983,154792942.40669495,153942503.69760376,333048.61283454025,153119299.35951984,154281943.45669496,154452657.3386486,333050.439042245,153629448.47504058,154792098.95532614,302.2579648110897,0.6517598770692978,300.6469941073653,302.92223184939024,1.4988166147830597e-08,1.4139391110136897e-12,1.49857945706711e-08,1.4991074918713516e-08,4.486422397058824,0,1.0000000000000382e-10,8a2024801b16a92bec92ce949182f580,169.0872555379085,27,False,105.15166084321044,23.04018747929817,2.483039481745866,-82.07148392742724,0.5410776996411197,0.5588475942758766,2.724803044511176,0.1397832231426119,2.724803044511176,8775.822279227898,0.0001645329598324975,2.0789654878489313e-15,4.559567400366981e-08,4.563936467957275e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
33,33,False,100000,5.3464452386975916e-08,5.35431729359246e-08,20760.116012181687,-9.842161852989737e-10,0.00018352704372629535,-0.0005700302684038331,0.0005597910439756566,2.3010624618459815e-08,0.0001835157563526875,-0.0005624687437161173,0.0005927852378788867,4.486422397058824,2.9053075028066865e-16,4.486422397058823,4.486422397058825,0.00023632859091543567,0.00010728003660977485,5.381206904008283e-07,0.0005939396360630788,2.524398326198115e-05,1.8135421469311992,-3.1414783890005094,3.1415721294114793,-0.0008951907158504855,1981.493330623502,-6223.778887182096,6057.488132354445,0.33883690824472296,1981.4146467508715,-6345.885723995426,6524.575088353051,154199340.69439638,233252.95312010808,153637499.7635547,154439804.71109703,2523.90060175592,1216.0544808281122,-679.5989008642083,6526.692812043189,10.1593982491189,57.91351497484225,-895.8331559219846,962.0098342020141,-5.960767790952474e-12,1.2854861012148209e-05,-4.0358831192849794e-05,3.927663672260822e-05,2.1988859990465296e-09,1.2854355041200528e-05,-4.115023252574346e-05,4.230942418024634e-05,0.9999945089238772,1.668267096901624e-08,0.999994468772879,0.9999945261634513,-5.9608020678351794e-12,1.2854931653214532e-05,-4.035905280098118e-05,3.927685234425338e-05,2.198898091068139e-09,1.2854425679535145e-05,-4.115045847719217e-05,4.2309656502770025e-05,154200187.41547248,233251.66463746259,153638349.56586143,154440650.141001,153689188.46547246,233251.6646374626,153127350.61586145,153929651.191001,154199340.71986735,233252.946948407,153637499.7759171,154439804.7656373,301.7622392677568,0.45646212117943225,300.6627500229921,302.2328130830817,1.4988817113307376e-08,9.895047494018809e-13,1.498699244204317e-08,1.4990919233382246e-08,4.486422397058824,0,1.0000000000000382e-10,136bacc8f00fac782f6563a9a3ca0d57,169.11549508571613,33,False,105.78716288228064,22.643825976881928,2.981459220318546,-85.88389328880558,0.7933994661188654,0.8536011888363645,1.9442881328576544,0.151300588034439,1.9442881328576544,8078.600254815072,0.00018352704372629535,2.857010012629784e-15,5.345100572140607e-08,5.35431729359246e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
24,24,False,100000,4.750899729220624e-08,4.7564363822730065e-08,18903.64609871388,4.24557016806395e-09,0.00016910514777572434,-0.0006763908488693296,0.0006584224009476839,3.4558775190706886e-09,0.00016908813640942858,-0.0006735790350502219,0.0006649441242674726,4.486422397058824,2.899055722856092e-16,4.486422397058823,4.486422397058825,0.00021776743326261047,9.88164658285527e-05,9.168404035505587e-07,0.000718310087787303,0.0009974551361828644,1.813403578681968,-3.14158151818998,3.141578695778943,0.054830504867916276,1796.116416771546,-7501.764490658305,7239.39553537651,0.037282541919394285,1795.9778950091159,-7267.673611453583,7421.578097951873,154306798.10266596,249566.97567495433,153662064.54541638,154555734.08184594,2281.9127195706205,1113.901340295419,-766.073472155947,7869.126167997188,8.3434234864052,59.99431630091486,-525.6950258019001,1018.4894103114393,3.556294866798116e-10,1.1644818612784937e-05,-4.865848552484985e-05,4.695810138024792e-05,2.432032536334827e-10,1.1643921788910107e-05,-4.714113340703408e-05,4.813809349749392e-05,0.9999945165929944,1.7813286180363295e-08,0.9999944704246199,0.9999945343821104,3.5563144031123135e-10,1.1644882522512892e-05,-4.865875286248129e-05,4.69583593850314e-05,2.432046055273998e-10,1.1643985693728759e-05,-4.714139241553443e-05,4.813835797348246e-05,154307644.22983786,249565.5996490791,153662914.22101775,154556578.86071104,153796645.27983788,249565.5996490791,153151915.27101776,154045579.91071105,154306798.12357995,249566.9701650992,153662064.5669222,154555734.11944407,301.9725270078106,0.48838769560892276,300.710821853974,302.45967992832675,1.4988504298373106e-08,1.2312176595250198e-12,1.498629977667744e-08,1.4991043263225566e-08,4.486422397058824,0,1.0000000000000382e-10,2ff1a078f0873b100109332c8dc4188a,169.07650818593905,24,False,105.13193675717588,18.064117102771,2.613125733899173,-83.23728538350939,0.6012706257940139,0.7361651381554619,2.2482244703800704,0.148876965408686,2.2482244703800704,8399.473298282363,0.00016910514777572434,2.2565466002512946e-15,4.7503122005309233e-08,4.7564363822730065e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
32,32,False,100000,4.443839407054136e-08,4.4503787418730513e-08,18513.077776514285,4.126052334438477e-09,0.00015566191074908617,-0.0006522233804176505,0.0006406029602102567,-2.7626231585195565e-09,0.00015565653603594466,-0.0006450400498791902,0.000650742199658867,4.486422397058824,2.892381354501655e-16,4.486422397058823,4.486422397058825,0.00020060272222753348,9.065393277914218e-05,1.291327523695336e-06,0.000693778444030212,-0.0008054236664833854,1.813448624995614,-3.1415908377036765,3.1414270614856186,0.060919886832219654,1638.2481219475121,-7437.880976628723,7463.553964630908,-0.005204821467174866,1638.2878297780169,-7431.478631283125,7191.733108521466,154400318.82282317,305668.7702096375,153635881.2698364,154711613.9877385,2074.025317900624,1030.839023690469,-606.201127392387,7744.2387052972745,8.030106858657945,59.74388110570535,-477.4233004751373,666.2385270143928,3.947716377562942e-10,1.061774924052396e-05,-4.8223978775149094e-05,4.8389526042708925e-05,-3.2231671762827366e-11,1.0618008848614191e-05,-4.8182688457398926e-05,4.662957022218848e-05,0.9999945232347663,2.178191976589361e-08,0.9999944684414256,0.9999945454023514,3.947738025613018e-10,1.06178074744246e-05,-4.822424350224622e-05,4.838979166803219e-05,-3.2231831375264565e-11,1.0618067083963048e-05,-4.818295295966175e-05,4.662982621267296e-05,154401164.4350946,305667.08710348565,153636731.10153386,154712457.90275252,153890165.48509467,305667.08710348565,153125732.15153387,154201458.95275253,154400318.8402182,305668.76409239403,153635881.30263752,154711614.0126011,302.15554148417465,0.5981755678822543,300.6595827673107,302.7647276041419,1.498826808285964e-08,1.394254574163893e-12,1.4985891377569076e-08,1.49911085295518e-08,4.486422397058824,0,1.0000000000000382e-10,4dcb754ee753856e4fe7e5ffb3f201c1,169.11393356339033,32,False,104.0488281996934,20.38865909130351,2.4992325990182107,-82.14223559174268,0.3909313800756162,0.4947865477995786,2.613753617663485,0.1394152308483518,2.613753617663485,8703.235526118428,0.00015566191074908617,1.9751262030891163e-15,4.444239195958197e-08,4.4503787418730513e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
39,39,False,100000,4.341282998372189e-08,4.3502203353987056e-08,18348.11393753223,1.1331697019725079e-08,0.00014011965390086376,-0.000651451533003278,0.0006398434008850689,4.150243199153624e-09,0.0001401076411079029,-0.0006458615304991608,0.0006499898262673238,4.486422397058824,2.911952243808379e-16,4.486422397058823,4.486422397058825,0.0001793225976812159,8.430346738190202e-05,1.6437534575699563e-06,0.0006915997167545573,0.00038220165300395027,1.813455573428331,-3.1415047894286827,3.1415923178832506,0.16631518289801675,1525.9515027784742,-7439.000756505793,7298.706502874439,0.09012569505042564,1525.9195871444213,-7467.221034222778,7317.975199609023,154533738.43083534,303330.30491390487,153771798.74757907,154838213.13588852,1909.8109857787763,1001.9690540557505,-1319.3844423324977,7740.701533440044,11.589808538855054,74.19097450243143,-736.6218209775479,1336.9280641318742,1.0764178179579073e-09,9.880490570402236e-06,-4.817879988180887e-05,4.72698000414938e-05,5.845057438685424e-10,9.88028676526499e-06,-4.83617666860535e-05,4.739632800343202e-05,0.9999945327035539,2.1551274896254145e-08,0.9999944782237398,0.9999945543211686,1.0764237055057084e-09,9.880544657115697e-06,-4.817906378578206e-05,4.727005895971413e-05,5.845089544996754e-10,9.880340850893908e-06,-4.836203159439477e-05,4.739658763746727e-05,154534583.3106764,303328.6389244568,153772647.83440548,154839056.3594523,154023584.3606764,303328.6389244568,153261648.8844055,154328057.40945232,154533738.44591224,303330.3002709831,153771798.78663445,154838213.1592804,302.41663571065345,0.5935993389506119,300.92556517856934,303.01247460381734,1.498790284255833e-08,1.3608870030121351e-12,1.4985554067427974e-08,1.499066543072403e-08,4.486422397058824,0,1.0000000000000382e-10,84bc6fa0c845dd07cc94e63940b20187,169.1149770401814,39,False,105.12071875452946,22.08666561573333,3.4738745144119445,-81.08559652169103,0.3774774775762928,0.5591569390144582,2.46538879673094,0.1395411826193677,2.46538879673094,8643.495727471076,0.00014011965390086376,1.884937925372952e-15,4.3415871814037684e-08,4.3502203353987056e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
54,54,False,100000,4.485541311087048e-08,4.490552764054616e-08,19387.011367089348,1.533311272877577e-08,0.0001462191660264385,-0.00060530213394561,0.0005969467422277067,1.3528135663966015e-08,0.0001462065243418155,-0.0006141881005843514,0.00058999972092744,4.486422397058824,2.902590992158627e-16,4.486422397058823,4.486422397058825,0.00018785319885274658,8.641509342983039e-05,1.3364933667594175e-06,0.0006472067700737625,-0.0008014497740655356,1.8133818851202292,-3.1415588819377978,3.1415642825987233,0.1579065598540549,1577.7945153849155,-7083.157626934078,6905.114197246167,0.14598317531394644,1577.7459631676895,-6974.1756594281105,6957.036882525184,154430823.85232309,282399.36744889943,153719999.30549854,154714576.2657209,1988.7692204839666,1009.2286044332675,-999.5886413403564,7493.4302345514525,10.773734172875653,69.6881741580114,-585.065615948683,1067.886991857712,1.0226551058241526e-09,1.0222508828812118e-05,-4.590545191764038e-05,4.475299942522442e-05,9.468431156243362e-10,1.0222197356225591e-05,-4.5200281562842405e-05,4.508779260528132e-05,0.9999945254158841,2.0104049434696844e-08,0.9999944745562187,0.9999945456123023,1.022660706464981e-09,1.022256485706003e-05,-4.590570370862187e-05,4.475324490606455e-05,9.4684831702821e-10,1.0222253382800054e-05,-4.5200529496662744e-05,4.508803990835952e-05,154431669.29580948,282397.8139646654,153720848.66626585,154715420.1672384,153920670.34580952,282397.8139646654,153209849.71626586,154204421.21723843,154430823.86845168,282399.3625215322,153719999.3323904,154714576.29324466,302.2152380074548,0.5526387362726781,300.8241967351711,302.7705246111336,1.4988188014801592e-08,1.3078684596005155e-12,1.498590625484077e-08,1.4990851515231283e-08,4.486422397058824,0,1.0000000000000382e-10,b56ea4fce36bb798790b023eaff20534,169.1149734079021,54,False,105.1319367034784,20.42224980402132,2.92459918926854,-82.05891210428655,0.4903510675884581,0.5578531337045691,2.398087742090917,0.1412437709209275,2.398087742090917,8573.25541589316,0.0001462191660264385,2.010721275749865e-15,4.4841066844465966e-08,4.490552764054616e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
25,25,False,100000,4.7853941301624837e-08,4.791447037369949e-08,18637.533633775405,-7.331851251873376e-09,0.00019312225888205089,-0.0008537528129262927,0.0008757276722327342,-3.559633921612769e-08,0.00019308461586641518,-0.0008444359527836517,0.0008135917562354582,4.486422397058824,2.859051713400813e-16,4.486422397058823,4.486422397058825,0.0002481743846688453,0.00011396206331530849,1.0888367829389249e-06,0.0008855756854089179,9.236449970590606e-05,1.813617584359093,-3.141478560285066,3.1415343433053162,-0.03852536665606695,2060.049184601193,-8726.456388890765,9030.107412113695,-0.4840174017971017,2059.6749289695504,-8616.089573304122,8459.076230273136,154211290.63098326,271101.6858808659,153547420.82676783,154485360.19986826,2615.1325507458087,1282.2992456602183,-792.148426903052,9091.410320652547,7.274313642824373,52.92601183530064,-924.1817835797419,958.841458342439,-2.4965343759627247e-10,1.3361137809789636e-05,-5.6585581940236655e-05,5.85546386653565e-05,-3.1372278717955388e-09,1.3358714249475633e-05,-5.5871133485458216e-05,5.485259177909675e-05,0.9999945097483238,1.9366612856810205e-08,0.9999944622368715,0.999994529409545,-2.496548060894698e-10,1.3361211196971518e-05,-5.658589267397108e-05,5.855496021474995e-05,-3.1372450800660877e-09,1.3358787623385198e-05,-5.587144030374261e-05,5.485289300249726e-05,154212137.28917834,271100.19228385785,153548271.12903455,154486205.39011228,153701138.33917832,271100.19228385785,153037272.17903456,153975206.4401123,154211290.65850297,271101.6828627033,153547420.84056184,154485360.2640362,301.7856245872489,0.5305298421530178,300.4864709194306,302.32196248174733,1.498846362367231e-08,1.1245291922354125e-12,1.4986462494684997e-08,1.499083621020964e-08,4.486422397058824,0,1.0000000000000382e-10,a98e01f74b8f6926510360334d1de465,168.58004394689104,25,False,103.92476471092742,24.425891561641023,5.800142735291461,-85.48464723736284,0.7446528206797896,0.8220535653000917,2.137364689121525,0.1521713324444545,2.137364689121525,8491.353627789766,0.00019312225888205089,2.289651299797651e-15,4.7850300937378135e-08,4.791447037369949e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
48,48,False,100000,5.1164959441651375e-08,5.1249508675090766e-08,19834.55895415359,-3.152627326638275e-09,0.00017331341907241444,-0.0005773634933658144,0.0005682514725131866,9.158330332146764e-09,0.00017330840087559536,-0.0005696693088909794,0.0006042416265841696,4.486422397058824,2.9111394169275587e-16,4.486422397058823,4.486422397058825,0.0002235713375416515,0.00010044501066890995,4.720602069514593e-07,0.0006045184549507322,-0.001323758794518225,1.8134661357947188,-3.141564508535067,3.141279307731937,-0.05295785239521184,1821.838020446825,-6336.021919332463,6136.046369160346,0.15423481979306355,1821.8436926317986,-6418.125614197484,6647.869717301588,154215234.24738687,218539.33436036808,153670090.93376756,154435565.0105639,2310.4399186411074,1138.5022310877127,-789.909221422168,6651.068034469786,11.757694502087022,61.23763955901212,-935.4149334071325,910.4157047730662,-3.4341556392352776e-10,1.1817713125900252e-05,-4.109325631210262e-05,3.979501967353521e-05,1.000995650797444e-09,1.1817752821258642e-05,-4.1625600488531785e-05,4.311587627144968e-05,0.9999945100858048,1.5623131813131683e-08,0.9999944710716178,0.9999945258693547,-3.434174492290416e-10,1.1817778051786848e-05,-4.10934820263099e-05,3.979523824218116e-05,1.0010011566772696e-09,1.1817817747395242e-05,-4.16258291269658e-05,4.3116113099869814e-05,154216080.8770242,218538.12780936583,153670940.5603791,154436410.44712442,153705081.92702422,218538.12780936583,153159941.6103791,153925411.49712443,154215234.268917,218539.32901196033,153670090.95066178,154435565.04855278,301.7933419961513,0.42766844786934655,300.72652900828683,302.224516209132,1.498876018444029e-08,1.0106688991765342e-12,1.4986882063875892e-08,1.4990893186494782e-08,4.486422397058824,0,1.0000000000000382e-10,3a4350a35584ae720fe93e74ba07e274,169.08457937031767,48,False,105.12630809716256,20.54080555440188,3.011886588692386,-85.36554286566826,0.6548874244982875,0.8909934475012395,1.9019884665788704,0.1519910360150733,1.9019884665788704,7842.058484815992,0.00017331341907241444,2.6140690134598474e-15,5.112796703820569e-08,5.1249508675090766e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
63,63,False,100000,4.448959213389594e-08,4.4546324449294404e-08,19535.227638594853,9.011202721823785e-09,0.00014816891499707868,-0.0006044804247181858,0.0005975160017085295,-7.066414659880966e-09,0.0001481571646975519,-0.0006130962030070693,0.0005939279882724032,4.486422397058824,2.881314312348781e-16,4.486422397058823,4.486422397058825,0.00018997149453301414,8.840477486345408e-05,1.1957158535935042e-06,0.000646514837542066,-0.00033863466288009173,1.8133987765273805,-3.1415890067813166,3.1415603545075643,0.13307578255288613,1584.2756625167442,-7134.68698814791,6967.147554590715,-0.11004484893876064,1584.219380531733,-7019.339204442039,7045.455427598078,154487522.28442386,297095.8637212486,153757186.7627921,154786043.44167677,1989.2129475279537,1028.5931030201268,-971.4283591833397,7554.004233117877,10.227040559119093,67.8523084517127,-617.1115938141793,888.5976238247939,8.615049145806266e-10,1.0261466405374487e-05,-4.620536355635076e-05,4.512172271334249e-05,-7.104681176101621e-10,1.0261106463090362e-05,-4.5459414184978727e-05,4.562720460918072e-05,0.9999945294268604,2.112894894030392e-08,0.9999944772178806,0.9999945506521429,8.61509629016167e-10,1.0261522614074296e-05,-4.620561662017239e-05,4.512196985236024e-05,-7.104719832912768e-10,1.026116266986849e-05,-4.545966317301925e-05,4.562745450392671e-05,154488367.4180598,297094.23039546283,153758035.91807434,154786886.94782302,153977368.46805978,297094.2303954629,153247036.96807435,154275887.99782303,154487522.3006803,297095.85839630745,153757186.78961626,154786043.46345714,302.32619346489815,0.5813989058010057,300.896970371611,302.9103816119838,1.4988094651432167e-08,1.2794962834996243e-12,1.4985875896800132e-08,1.499071150825798e-08,4.486422397058824,0,1.0000000000000382e-10,1aab18eccbf5c58d5f3b95eb62dba86b,169.08673607548369,63,False,105.13193675717588,23.04018747929817,2.896535866714283,-82.07100759500038,0.5400915907074252,0.5588475942758766,2.405149846939429,0.1419669903396236,2.405149846939429,8649.853852594271,0.00014816891499707868,1.978478364122802e-15,4.448008952467162e-08,4.4546324449294404e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
41,41,False,100000,4.963760102752583e-08,4.971249205871494e-08,18258.24294464313,-3.8980125180092e-10,0.00018311838237775795,-0.0007182199241205633,0.000684442627093673,5.6862119088055636e-09,0.00018309812309293456,-0.0007032412727699,0.0007140335119018929,4.486422397058824,2.9078858373505695e-16,4.486422397058823,4.486422397058825,0.0002346393595697185,0.0001095519767872742,4.541987723985223e-07,0.0007593377679300609,0.0001520623972018794,1.8133747517947634,-3.1415570955833867,3.141572195188606,-0.04986942219918849,1964.1270469163428,-7892.3050560183465,7712.622022824874,0.04439508535985821,1964.0297334991892,-7809.81077064389,7786.771204141788,154192173.93897322,248941.234104917,153568446.3316283,154442262.55466768,2489.5978899747747,1230.3467018811766,-766.0541518786961,8269.720902083536,7.423692473137939,57.463755084563054,-833.2689695868867,779.1620079852539,-3.2310034036281255e-10,1.2743585069067153e-05,-5.1193413729850986e-05,5.002774150674763e-05,2.8950499862962185e-10,1.2742954732598881e-05,-5.065857558486841e-05,5.0509660839191e-05,0.9999945084110254,1.781321284021505e-08,0.9999944637531033,0.9999945263554766,-3.2310211107219285e-10,1.2743655114114332e-05,-5.119369501903209e-05,5.002801638550458e-05,2.895066068738112e-10,1.2743024774190256e-05,-5.06588539359738e-05,5.05099383814062e-05,154193020.6992313,248939.8584864365,153569296.51828635,154443107.96287015,153682021.7492313,248939.8584864365,153058297.56828636,153932109.01287016,154192173.9640021,248941.22746161558,153568446.34622848,154442262.60095993,301.7482143539264,0.4871631507000876,300.5276165798117,302.23762292049753,1.4988776643409632e-08,1.100936037502393e-12,1.4986787965781317e-08,1.499110752372575e-08,4.486422397058824,0,1.0000000000000382e-10,777bfbbd728dd7caf07f3b3b8e0c4f5b,168.57909372535863,41,False,105.28578833544168,21.05705450483404,3.0629559586094803,-85.46972164600254,0.7443934412453956,0.8892108188727055,2.138507382347178,0.1541644273019972,2.138507382347178,8261.152190132998,0.00018311838237775795,2.4643227030497565e-15,4.9641944996643276e-08,4.971249205871494e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
