xopt_index,xopt_index.2,error,end_n_particle,end_norm_emit_x,end_norm_emit_y,end_higher_order_energy_spread,end_mean_x,end_sigma_x,end_min_x,end_max_x,end_mean_y,end_sigma_y,end_min_y,end_max_y,end_mean_z,end_sigma_z,end_min_z,end_max_z,end_mean_r,end_sigma_r,end_min_r,end_max_r,end_mean_theta,end_sigma_theta,end_min_theta,end_max_theta,end_mean_px,end_sigma_px,end_min_px,end_max_px,end_mean_py,end_sigma_py,end_min_py,end_max_py,end_mean_pz,end_sigma_pz,end_min_pz,end_max_pz,end_mean_pr,end_sigma_pr,end_min_pr,end_max_pr,end_mean_ptheta,end_sigma_ptheta,end_min_ptheta,end_max_ptheta,end_mean_beta_x,end_sigma_beta_x,end_min_beta_x,end_max_beta_x,end_mean_beta_y,end_sigma_beta_y,end_min_beta_y,end_max_beta_y,end_mean_beta_z,end_sigma_beta_z,end_min_beta_z,end_max_beta_z,end_mean_xp,end_sigma_xp,end_min_xp,end_max_xp,end_mean_yp,end_sigma_yp,end_min_yp,end_max_yp,end_mean_energy,end_sigma_energy,end_min_energy,end_max_energy,end_mean_kinetic_energy,end_sigma_kinetic_energy,end_min_kinetic_energy,end_max_kinetic_energy,end_mean_p,end_sigma_p,end_min_p,end_max_p,end_mean_gamma,end_sigma_gamma,end_min_gamma,end_max_gamma,end_mean_t,end_sigma_t,end_min_t,end_max_t,end_z_screen,end_n_particle_loss,end_total_charge,fingerprint,GUNSOLNEW,xopt_index.1,xopt_error,GUNSOLNEW2,PC0,gun_phi_relative,phiC0_relative,r_dist:n_sigma_cutoff:value,t_dist:n_sigma_cutoff:value,t_dist:sigma_t:value,transforms:t2:sigma_xy:value,transforms:t3:sigma_t:value,xopt_runtime,"end_max[sigma_x, sigma_y]",end_norm_emit_4d,end_sqrt_norm_emit_4d,"end_max[norm_emit_x, norm_emit_y]",transforms:t2:sigma_xy:units,transforms:t3:sigma_t:units,total_charge:value,total_charge:units,n_particle,start:MTE:value,start:MTE:units,dz_sol_buncher,dz_sol_linac,PC1,PC2,GBacc,xacc,phiC1_relative,phiC2_relative,n_screens,just_cathode,just_gun,space_charge,apertures_on
35,35,False,100000,4.7804066845051006e-08,4.788985840600177e-08,19116.543102032512,1.4345925463866688e-09,0.00016776008915982002,-0.0007287377953356353,0.0007242053789503392,1.022043615331853e-08,0.00016773736320537146,-0.0007230747348459271,0.0007238997853864772,4.486422397058824,2.92074336925722e-16,4.486422397058823,4.486422397058825,0.00021646794824418773,9.706131062101155e-05,1.1708928063819623e-06,0.0007651752472689782,-0.0009959902760448519,1.8135005076541613,-3.1415608700610775,3.141493244748433,0.008164380654912,1767.0635730255392,-8159.453274664779,8255.13765204958,0.19688192456303955,1766.8229884109858,-8098.370600801662,7775.096565663679,154313661.19481295,292030.66270571307,153607181.08475053,154609007.52320862,2236.203114275305,1113.566678301847,-563.9749885723038,8423.622092412339,6.556376742643886,59.15302972534317,-498.0829842460144,585.2867232396183,5.28991411890325e-11,1.145648132629877e-05,-5.288185182004743e-05,5.3501239618744356e-05,1.2769594185574287e-09,1.145492860652347e-05,-5.248622495485633e-05,5.039194317166048e-05,0.9999945170691537,2.0834896827536857e-08,0.9999944663961852,0.9999945381693222,5.28994313665288e-11,1.1456544202982242e-05,-5.288214190434671e-05,5.350153309344582e-05,1.2769664330683324e-09,1.1454991474762528e-05,-5.248651287011138e-05,5.0392219606654396e-05,154314507.28450066,292029.0539579534,153608031.06987914,154609852.0050813,153803508.33450064,292029.0539579534,153097032.11987916,154098853.0550813,154313661.2150546,292030.65765581065,153607181.112206,154609007.5548842,301.9859576707558,0.5714866027766855,300.6034182063958,302.56393287125405,1.498835434444637e-08,1.2011149729386283e-12,1.4986262893692664e-08,1.4990856185550136e-08,4.486422397058824,0,1.0000000000000382e-10,a2a2fef45dd701dc6aeff508645309fe,168.2863625271417,35,False,104.05275925252856,24.21487233978901,4.2155287389487714,-84.28477218035567,0.4692098982767577,0.6933756656928968,2.319951844606786,0.1511375726000267,2.319951844606786,8522.54339504335,0.00016776008915982002,2.287236137675157e-15,4.7825057633788136e-08,4.788985840600177e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
28,28,False,100000,4.8843735878536216e-08,4.892442498710877e-08,17637.02913783227,2.7972387009280447e-09,0.00014787860189513413,-0.0006287289981816565,0.0006180923611003343,1.2111747025299747e-08,0.00014787115487966838,-0.0006312993979418974,0.0006231555633633086,4.486422397058824,2.867454832271749e-16,4.486422397058823,4.486422397058825,0.00018935674757961945,8.875799482014951e-05,7.183906070068929e-07,0.0006687339968681641,0.0006632410808346798,1.8133517108245172,-3.1415609008736416,3.1415682683407535,0.008474574735131326,1611.1768032375012,-7157.52814907314,6964.276385609859,0.21643645974286627,1611.1891116939041,-6978.367055945635,7124.152006552379,154348181.2296541,287523.1967884796,153626085.14238903,154635972.5899475,2019.202078297642,1053.2710410614652,-1188.0282627383017,7525.531687020342,13.302192481765315,71.32478239099872,-588.2897244412704,1319.3361396401754,5.4909761802458167e-11,1.0445795257266729e-05,-4.6398032922366275e-05,4.51466005152158e-05,1.4037213380941233e-09,1.0445879304965177e-05,-4.5237628306856596e-05,4.6181416357882223e-05,0.9999945195452642,2.0510448210019407e-08,0.9999944677920855,0.9999945400703509,5.4910063017427744e-11,1.0445852586360985e-05,-4.6398287532508876e-05,4.51468482673818e-05,1.4037290482336902e-09,1.0445936634567136e-05,-4.5237876557205754e-05,4.618166977720649e-05,154349027.12661362,287521.61214504705,153626935.02326328,154636816.91495055,153838028.17661363,287521.61214504705,153115936.0732633,154125817.96495056,154348181.24648428,287523.1905193347,153626085.1701789,154635972.6120059,302.053511316635,0.5626657591860944,300.64041232034486,302.61670188353725,1.498839843951762e-08,1.258372490230837e-12,1.498620071570816e-08,1.4991010739557005e-08,4.486422397058824,0,1.0000000000000382e-10,a088908d5b558c3fad1992ba1b23763b,169.12498325365866,28,False,104.79429758576237,21.848925625319453,2.925104520203243,-83.45364182393831,0.3705949841320727,0.7220090461563022,2.4012227450519914,0.1369980996395194,2.4012227450519914,8501.798251398839,0.00014787860189513413,2.38424958142615e-15,4.882877820943455e-08,4.892442498710877e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
38,38,False,100000,4.724869855331503e-08,4.730307362315833e-08,21822.266663314887,-2.186876381326169e-09,0.000186767935227317,-0.0007307971968269037,0.0007064941086971502,-6.1544722095144796e-09,0.00018674429298532722,-0.0007208943644264414,0.0007170877832361989,4.486422397058824,2.890471561388511e-16,4.486422397058823,4.486422397058825,0.00024144043193086495,0.00010706171334030826,1.589513205577352e-07,0.0007721969677908784,7.228802356795137e-05,1.8135378605538848,-3.1414706189362405,3.1415144054206867,-0.05725152411476807,1989.5745835467271,-7874.7831867913455,7556.3910989010055,-0.10622340721175895,1989.315818309459,-7590.873218237302,7776.365853370717,154183308.6396539,261527.62094874942,153550353.45616266,154448600.56340906,2542.740402768012,1203.0300331649294,-971.509117815616,8245.168893438346,7.143444343426886,54.06863850498013,-1177.9581874089847,1080.494640592121,-3.7081093544853565e-10,1.2905387888081558e-05,-5.108894742438231e-05,4.902477671339371e-05,-6.877280926613934e-10,1.2903713021294568e-05,-4.9248020815049466e-05,5.04501693483422e-05,0.9999945077709125,1.8683209554209882e-08,0.9999944624696009,0.9999945267963942,-3.7081296616159904e-10,1.2905458786090284e-05,-5.108922824213057e-05,4.902504619344572e-05,-6.877318559197877e-10,1.2903783910140522e-05,-4.92482915196747e-05,5.0450446652498746e-05,154184155.44947124,261526.18084129874,153551203.74056014,154449445.95350736,153673156.49947128,261526.18084129874,153040204.79056016,153938447.00350738,154183308.6653269,261527.61920577957,153550353.46832684,154448600.62628764,301.730865492916,0.5117939691290926,300.4922098970265,302.25002605877637,1.498851125620819e-08,1.149612036234947e-12,1.4986468410378857e-08,1.4990894936460827e-08,4.486422397058824,0,1.0000000000000382e-10,c98c5101c348bbba9701dbdcd808bdad,168.58004394689104,38,False,103.92476471092742,22.566225700729422,5.800142735291461,-85.48464723736284,0.7458654742041526,0.5999705973257065,2.137364689121525,0.1521713324444545,2.137364689121525,8373.936547304504,0.000186767935227317,2.2316330077578185e-15,4.724016307928899e-08,4.730307362315833e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
26,26,False,100000,4.55895694045081e-08,4.5631146118744365e-08,19673.928901975316,3.6048885184259716e-09,0.00015715567750305165,-0.0006164253899466246,0.0006028686255129504,5.027145326993682e-09,0.00015715288435702454,-0.0006163678477602275,0.0006100588457594679,4.486422397058824,2.9084283533697213e-16,4.486422397058823,4.486422397058825,0.00020210660016994442,9.245462800308665e-05,1.0904673894555756e-06,0.0006569202594483472,-0.0009541601987047524,1.8134284457041199,-3.141341373526361,3.1415367001060903,0.017756468798281622,1679.2030552871934,-7164.036748382043,6961.259329340153,0.014991312172339219,1679.2582205826122,-6997.230164857409,7121.160897050632,154482505.5719321,315373.8274603766,153720995.54243958,154802326.33958644,2123.191688322234,1062.062982811008,-618.3606635347846,7551.78292281354,7.546160460163465,60.44339057691693,-629.433237933812,696.8751603014533,1.1477843564678382e-10,1.0877928143495829e-05,-4.639660461821937e-05,4.508481649971315e-05,9.887325926237733e-11,1.087829030562277e-05,-4.531502337008073e-05,4.6118646313023006e-05,0.9999945290507941,2.2439345235887132e-08,0.9999944745654428,0.9999945517962124,1.1477906213405362e-10,1.0877987746913752e-05,-4.6396858742734834e-05,4.508506344996369e-05,9.887382109305583e-11,1.0878349911077393e-05,-4.5315271551681934e-05,4.611889891282829e-05,154483350.73542044,315372.09243453323,153721844.90178436,154803169.75813532,153972351.78542045,315372.09243453323,153210845.95178437,154292170.80813533,154482505.590199,315373.8207928329,153720995.57341328,154802326.36249095,302.3163760618695,0.617167789551296,300.8261463194482,302.9422462768961,1.498817399813051e-08,1.3179331654259487e-12,1.49859302368172e-08,1.499086948167361e-08,4.486422397058824,0,1.0000000000000382e-10,285ab682d50c811a6df06a59d96e3bc8,169.11233663817666,26,False,105.14232096642984,23.6254982690709,2.209910399368924,-82.15936521935559,0.4885705864725386,0.4636992195123547,2.554635877202044,0.1414466296462913,2.554635877202044,8710.93690158613,0.00015715567750305165,2.0780259828192164e-15,4.5585370271823136e-08,4.5631146118744365e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
45,45,False,100000,4.497424412611728e-08,4.505415056791577e-08,18002.777894853913,-3.462427757034918e-09,0.00017160677834243817,-0.0008265588610470079,0.0008423781393695149,-2.14151257487112e-09,0.000171576233672653,-0.0008183024907373206,0.0007909900364469742,4.486422397058824,2.89810318275387e-16,4.486422397058823,4.486422397058825,0.00021838110695053588,0.00010581579503078264,1.541017556870613e-07,0.000855872236267314,0.0011778373620063474,1.8135071328926577,-3.14158315275979,3.141388647083407,-0.05068393701853962,1892.042108342402,-8675.663184134079,8940.749570322238,-0.06670026978064214,1891.8114968668467,-8590.555782989484,8323.762804794875,154324208.59261328,271416.09956694266,153645141.78636733,154594963.5260351,2379.308003889071,1222.1594238249447,-858.8187156468402,9001.36232073139,9.42639001618726,62.48995913482598,-927.1549873617184,1091.5373440659703,-3.280834716860269e-10,1.2262888789119451e-05,-5.622631411026189e-05,5.7943424381907854e-05,-4.3110819707092436e-10,1.2261396676997958e-05,-5.5675039450426464e-05,5.394555702138387e-05,0.9999945178074945,1.9348450875728273e-08,0.9999944692734776,0.999994537168082,-3.280852662212779e-10,1.2262956049468903e-05,-5.622662253860298e-05,5.794374222441732e-05,-4.311105476474656e-10,1.2261463929188003e-05,-5.567534485600361e-05,5.3945852937427866e-05,154325054.62701982,271414.6063498949,153645991.54836464,154595808.10425794,153814055.6770198,271414.6063498949,153134992.59836465,154084809.15425795,154324208.61581242,271416.09659835626,153645141.80068707,154594963.5773483,302.00659830518214,0.5311451351316768,300.6777050096965,302.536449642916,1.49881891841703e-08,1.1663785628091764e-12,1.4986109472013078e-08,1.4990626504448978e-08,4.486422397058824,0,1.0000000000000382e-10,56b727bfbfc25bc604d0e650b12eb96d,168.5194345608992,45,False,105.13204465021606,23.980758307552403,5.781455495103272,-84.12310232287966,0.7528775135047898,0.8265099181683537,2.135899175013041,0.1510573008004804,2.135899175013041,8452.189025464468,0.00017160677834243817,2.0220223781612193e-15,4.496690314176883e-08,4.505415056791577e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
57,57,False,100000,5.254762327636379e-08,5.2598903576568504e-08,18325.390454782984,-6.363256615292456e-09,0.00020075879430609674,-0.000741548253036878,0.0007124546750932482,2.218387285064772e-09,0.00020073004659437727,-0.0007210533337245374,0.0007367714783685465,4.486422397058824,2.880766690123489e-16,4.486422397058823,4.486422397058825,0.00025820317649039904,0.00011801595143326445,9.1892947210363e-07,0.0007837545275990329,-0.00022378491980565104,1.8134426453173207,-3.141585602068181,3.1415391861405784,-0.11348873785751863,2127.402704771827,-8118.73270759616,7978.89034253639,0.053446734476332636,2127.1315558344872,-8036.828055190798,7865.5137893040655,154247510.26318714,265665.26331068535,153603808.33550602,154519719.28525975,2705.672107859087,1314.2204092291909,-685.6743158759496,8490.759751873928,7.205583149099496,51.402141238282844,-752.7287637752994,887.3272889691171,-7.354629638520645e-10,1.379826761118772e-05,-5.2620762945932845e-05,5.171433480894031e-05,3.482831487533471e-10,1.3796512985047995e-05,-5.209019712943587e-05,5.098017023850164e-05,0.9999945123164767,1.89925559264587e-08,0.9999944662309546,0.9999945318357466,-7.354669967101025e-10,1.3798343402650375e-05,-5.262105162829792e-05,5.1714618514428876e-05,3.482850806488804e-10,1.3796588766914288e-05,-5.20904829016376e-05,5.0980449926072497e-05,154248356.72430733,265663.7958108382,153604658.3278081,154520564.286749,153737357.77430734,265663.7958108382,153093659.37780812,154009565.33674902,154247510.29253793,265665.2556713879,153603808.3514721,154519719.34859458,301.8565042536924,0.519891079640845,300.59681791480807,302.38920116518636,1.4988690147397954e-08,1.0571659983383758e-12,1.498679084086984e-08,1.4990948843465673e-08,4.486422397058824,0,1.0000000000000382e-10,4078ebb74ec0cb732f9519c019dfc287,169.08481833445472,57,False,105.1262851552046,24.29917269797658,2.9643751858849097,-85.41638394220952,0.7439282235921301,0.9068418587422888,2.134395971000686,0.1519539053341062,2.134395971000686,8252.108959373087,0.00020075879430609674,2.7605870012182828e-15,5.2541288537856425e-08,5.2598903576568504e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
43,43,False,100000,5.1116023369890695e-08,5.1202162523881516e-08,19761.28860294651,9.65705739851815e-09,0.00017524463254688056,-0.0006702789795332093,0.0006526846369508131,8.519637900916844e-09,0.0001752317728642248,-0.0006729083912701316,0.000655266981425115,4.486422397058824,2.89115377517728e-16,4.486422397058823,4.486422397058825,0.00022707437042332693,9.926774864135442e-05,1.086315567880397e-06,0.0007088646768689415,-0.0007671386583424765,1.8133408644398987,-3.1415815801636584,3.1414122127292377,0.12638054768247775,1868.8248105066868,-7542.744136998524,7265.305834843303,0.14021811845965898,1868.737349260248,-7361.933590866795,7424.661763659941,154245744.76435488,259444.7573963623,153609511.86342573,154507680.84636563,2384.6680494088278,1137.8413810008676,-861.923857026746,7906.543555684387,8.005872361266663,57.416725239291516,-533.2586607753026,540.8872759860648,8.195532117220128e-10,1.2121070470424956e-05,-4.890917936792956e-05,4.7111378713990333e-05,9.104913712415087e-10,1.2120507256303646e-05,-4.773749998569184e-05,4.814327778214652e-05,0.999994512236572,1.853859607514608e-08,0.9999944666636121,0.9999945309928475,8.195577119178325e-10,1.2121137047567877e-05,-4.8909447917172986e-05,4.71116373988755e-05,9.104963845824354e-10,1.2120573830397225e-05,-4.7737762106876806e-05,4.814354212380955e-05,154246591.22834748,259443.32581614013,153610361.82615894,154508525.89010656,153735592.27834752,259443.32581614007,153099362.87615895,153997526.94010657,154245744.78700608,259444.7515880584,153609511.8813824,154507680.88611916,301.8530492642842,0.5077179235224262,300.6079793826562,302.3656426106288,1.4988628127333947e-08,1.1224211243174468e-12,1.4986619486322317e-08,1.4990979782435632e-08,4.486422397058824,0,1.0000000000000382e-10,22692768302fef369ab979d006afe7ec,168.7029738133651,43,False,105.04162049908358,21.99228354325361,3.269304600856718,-84.94501385944031,0.4642237149094423,0.7700929061973315,2.17266111471616,0.151267763203871,2.17266111471616,8322.76509386953,0.00017524463254688056,2.613421451710245e-15,5.1121633891242606e-08,5.1202162523881516e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
40,40,False,100000,4.9664888210800195e-08,4.972098233630449e-08,19059.62112871126,1.063669584653773e-08,0.0001612449470278632,-0.0006526748571524964,0.0006432106363736146,5.9212501990405715e-09,0.00016123726130451297,-0.000656529888496216,0.0006438080875914192,4.486422397058824,2.887877679195664e-16,4.486422397058823,4.486422397058825,0.00020790279915387262,9.366863737229864e-05,4.995614975902103e-07,0.0006951599800101781,-0.00019067579435046338,1.8133870036012805,-3.1415516368838716,3.1415899184072575,0.16319232153013935,1777.7720986613049,-7360.051323512684,7163.0228043078605,0.07439095264331491,1777.763776856673,-7178.269868169666,7292.230504191516,154307353.9099139,284064.1923481705,153611509.78926322,154593401.69663176,2257.348298374948,1105.1508928682197,-914.7439049585419,7753.801645952795,10.961936165650716,61.78764455678458,-544.7302476348204,852.7119713277439,1.0579078180459582e-09,1.1526473430614178e-05,-4.770855794076902e-05,4.64326500686118e-05,4.835562092272831e-10,1.152642575231112e-05,-4.653110753511612e-05,4.7268667676720155e-05,0.9999945166224792,2.0271439687955317e-08,0.9999944667811731,0.9999945370534752,1.0579136230554186e-09,1.1526536697436836e-05,-4.770881972022927e-05,4.643290485526662e-05,4.835588776416547e-10,1.1526489018940936e-05,-4.653136286032352e-05,4.7268927040183126e-05,154308200.034271,284062.6269413268,153612359.74402645,154594246.2715293,153797201.08427098,284062.62694132683,153101360.79402646,154083247.3215293,154307353.93040532,284064.1870005565,153611509.81030458,154593401.73608753,301.9736146899539,0.5558966939977604,300.61188921039167,302.53339321250917,1.4988404602193747e-08,1.1947019060103596e-12,1.4986308095351387e-08,1.499089149267481e-08,4.486422397058824,0,1.0000000000000382e-10,9b29acec0e97157747d4f08d63ec412f,169.07878622742243,40,False,105.12860409030635,23.469504846847304,3.963139691706747,-84.28849514879795,0.5008599942338964,0.6963657374451018,2.2919022690337463,0.1405908413182582,2.2919022690337463,8436.897380329669,0.0001612449470278632,2.4646558617010295e-15,4.9645300499654844e-08,4.972098233630449e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
60,60,False,100000,4.698538117023507e-08,4.704534105699625e-08,20722.695442800432,-1.9198956368651276e-08,0.00018768867085915293,-0.0007646968124081984,0.0007399911776085304,-1.4888320688431942e-08,0.00018766071750729251,-0.0007555537532229585,0.0007632971214202706,4.486422397058824,2.892244982528902e-16,4.486422397058823,4.486422397058825,0.00024217196540094266,0.00010861087343509363,3.9795845414470796e-07,0.0008094440011246576,0.000987293704810905,1.8136407867088844,-3.141568393148799,3.141564204012199,-0.33993548267234575,2009.906090952624,-8271.12974793001,8164.361092316868,-0.25088474022502405,2009.598916128871,-8229.618614558518,7938.874691243707,154181875.0190137,267328.3784666444,153528512.5748511,154452159.7535858,2565.796117894594,1221.4759994739,-914.7863116012315,8613.016816758514,6.982174872501257,53.370310045874675,-1060.2453556588086,1090.4089883292315,-2.20449142524961e-09,1.3037704077532681e-05,-5.366169119684471e-05,5.296879927129795e-05,-1.625927715486523e-09,1.303571549178598e-05,-5.339267430952721e-05,5.150716259735003e-05,0.9999945076632164,1.9101965887734263e-08,0.9999944608641527,0.9999945270471476,-2.204503530148672e-09,1.3037775707401218e-05,-5.3661986177124913e-05,5.296909043799465e-05,-1.6259366313661367e-09,1.3035787110771382e-05,-5.339296781260928e-05,5.150744574360828e-05,154182721.8373419,267326.90598012327,153529362.9826292,154453005.12257245,153671722.8873419,267326.9059801233,153018364.03262922,153942006.17257246,154181875.04521435,267328.3763630172,153528512.5894373,154452159.8148323,301.7280599839626,0.5231457050550169,300.44946859994377,302.2569911788908,1.49885058772083e-08,1.1739556778989507e-12,1.498642934185117e-08,1.499094496787122e-08,4.486422397058824,0,1.0000000000000382e-10,b8237cfd14c61e34209229dc197db417,168.5788310716856,60,False,103.92189022354404,22.515671266430267,5.800142735291461,-85.42921702099116,0.7413659724021026,0.6450015409032188,2.1858731886595564,0.1510848041777886,2.1858731886595564,8384.435799949802,0.00018768867085915293,2.2073986471303873e-15,4.698296124267166e-08,4.704534105699625e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
58,58,False,100000,4.777667454994837e-08,4.7838675111949156e-08,23676.052829648237,6.989267202717503e-10,0.00016396166166290042,-0.0005569188766784078,0.0005380757135785279,-3.4799182012075653e-10,0.0001639588922460805,-0.0005522319203658466,0.000561992400895391,4.486422397058824,2.9256009334234183e-16,4.486422397058823,4.486422397058825,0.0002118824397557347,9.419010863985832e-05,5.665405145464486e-07,0.0005656377433418994,-0.0004414565193801723,1.8135157555071124,-3.141500733040394,3.141440177709256,-0.0027611761439562377,1705.6325399612626,-6033.02057034506,6000.097794760073,-0.022993099972461184,1705.6527323043324,-6069.347405298955,6057.5733949625865,154208383.80913356,233062.81638440027,153652687.7359329,154446829.50264895,2163.5462465775845,1064.5583328308464,-869.1364083600512,6197.298609040219,12.257102930075071,63.76961248483823,-1092.098956576152,869.710449093245,-1.7682720872631887e-11,1.10618897967125e-05,-3.912862057155044e-05,3.891352871143799e-05,-1.483397767349171e-10,1.1062024734113385e-05,-3.936250326883306e-05,3.9286267486155455e-05,0.99999450961079,1.6636273876402563e-08,0.9999944699117187,0.9999945266752535,-1.7682815282420755e-11,1.1061950547480487e-05,-3.912883549724871e-05,3.8913742438087515e-05,-1.483405823766195e-10,1.106208548566626e-05,-3.936271946060278e-05,3.928648326051353e-05,154209230.47395137,233061.533703138,153653537.4512598,154447674.88250548,153698231.5239514,233061.533703138,153142538.5012598,153936675.9325055,154208383.82800135,233062.81483791766,153652687.74531344,154446829.5455922,301.77993609175013,0.4560900442224746,300.6924719732982,302.2465601592831,1.498849169077245e-08,1.0449069924348427e-12,1.498658223125836e-08,1.499066007734445e-08,4.486422397058824,0,1.0000000000000382e-10,6f530be45f9f8edd084b1176879d2819,168.58004394689104,58,False,103.92476471092742,22.657431052766448,5.800142735291461,-85.48464723736284,0.7459404396251346,0.5999705973257065,1.904957184699709,0.1521713324444545,1.904957184699709,8165.64621132426,0.00016396166166290042,2.2775100873245694e-15,4.7723265681683704e-08,4.7838675111949156e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
59,59,False,100000,4.421668036203431e-08,4.4282171497892786e-08,19428.579376053924,2.6209143918288394e-09,0.00015022997383414685,-0.000604391433611373,0.0005930330224199415,9.658072906850276e-09,0.00015022309012813174,-0.0006065229021804208,0.0005968270395516639,4.486422397058824,2.8981031827538698e-16,4.486422397058823,4.486422397058825,0.00019257052846624636,8.973635557694226e-05,1.1994237432506088e-06,0.0006484938489841257,-0.00021022713437823643,1.8134334806483297,-3.1414007158351724,3.1413255119924903,0.05975374661070847,1617.8006338825626,-7078.112822662016,6892.217192385527,0.11532283825157784,1617.7933301860483,-6919.724867829536,7021.809894253955,154473246.89271775,312992.03235194815,153710702.59956118,154790307.69788924,2036.6565123467017,1040.380929444694,-812.2482080115681,7499.121565181014,8.8000750520876,63.988265313209645,-611.9875658657709,796.6658922377591,3.868120138536683e-10,1.0480671101894188e-05,-4.584880681454477e-05,4.464613986826398e-05,7.481707175583822e-10,1.0480628470989232e-05,-4.482406231828322e-05,4.548380869804222e-05,0.99999452840448,2.2271190390704812e-08,0.9999944738510227,0.9999945509505695,3.868141305309859e-10,1.0480728534062084e-05,-4.584905803267865e-05,4.464638450768021e-05,7.481748298241122e-10,1.0480685902974307e-05,-4.482430793227738e-05,4.548405791376132e-05,154474092.10549748,312990.31067710835,153711552.01368484,154791151.18364912,153963093.1554975,312990.31067710835,153200553.06368485,154280152.23364913,154473246.9096734,312992.026210408,153710702.6284404,154790307.72251996,302.2982573750836,0.6125067589221238,300.8060036398996,302.9187265133307,1.4988153623559683e-08,1.334645229869749e-12,1.4985878811711945e-08,1.499087749045583e-08,4.486422397058824,0,1.0000000000000382e-10,ad6335636c64f4681b3cbf344415027a,169.0888111836671,59,False,105.15166084321044,23.044118069917776,2.483039481745866,-82.07168747009344,0.5410776996411197,0.4618612244500662,2.55295065418767,0.1397832231426119,2.55295065418767,8733.592183509842,0.00015022997383414685,1.9551449138176915e-15,4.421702063479279e-08,4.4282171497892786e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
16,16,False,100000,4.689741647095839e-08,4.6965378308250575e-08,19569.442126228707,-1.0106000842926738e-09,0.0001404786856610286,-0.0005694806919822034,0.0005672472805398111,-2.2689283108088433e-09,0.00014046436550010924,-0.0005856393482398409,0.0005544958277241508,4.486422397058824,2.9127648438643273e-16,4.486422397058823,4.486422397058825,0.00017992434187647058,8.421241183392529e-05,1.4532826231479221e-06,0.000610858666767156,-0.00022034634143012593,1.8134629587136775,-3.1415562189944595,3.1415568972516783,0.008890944451147563,1566.830242703993,-6905.309271382289,6777.173580482436,-0.004921277034917967,1566.76534769711,-6876.84149711047,6763.36314473769,154489369.05859828,300318.1362025982,153756383.9368883,154791300.7347939,1966.5849120579462,1017.8877035253792,-1037.430161883614,7341.239063809571,12.79387009465407,77.42989000016924,-668.6747661864854,1396.7139796831475,5.766231262639467e-11,1.0148621979721177e-05,-4.471427882340079e-05,4.388582018907531e-05,-3.0559427470127656e-11,1.0148207048133555e-05,-4.453090881906211e-05,4.379486855566951e-05,0.9999945295586256,2.1357200205134123e-08,0.9999944771637465,0.9999945510201697,5.766262955900856e-11,1.0148677571885863e-05,-4.471452365606334e-05,4.388606049552232e-05,-3.055957973322639e-11,1.014826263808466e-05,-4.4531152657830154e-05,4.379510835133265e-05,154490214.181844,300316.4852142501,153757233.09632006,154792144.21359712,153979215.231844,300316.4852142501,153246234.14632007,154281145.26359713,154489369.07449883,300318.1308306036,153756383.96342835,154791300.757879,302.3298074914714,0.5877047011823607,300.8953992886288,302.9206698244627,1.4988083017762997e-08,1.265825216782938e-12,1.4985889798924428e-08,1.4990674585245395e-08,4.486422397058824,0,1.0000000000000382e-10,ddbd2279b3c5e9ae0146302daab41b70,169.07869396276672,16,False,105.97907892491702,23.89985084044861,3.074846005814262,-82.25931539964265,0.461318317551895,0.5553385398664187,2.393118433804096,0.139278415617556,2.393118433804096,8579.787437673658,0.0001404786856610286,2.1984141762127583e-15,4.688724961237072e-08,4.6965378308250575e-08,mm,ps,100,pC,100000,5,meV,0.425,0.3,79.5,79.5,5.5,6.0,0,0,10,0,0,1,0
